bbox,img_id,query
"[278.0, 179.0, 330.0, 211.0]",9754.jpg,bingo sitting on knee.
"[278.0, 179.0, 330.0, 211.0]",9754.jpg,bingo board just bottom left of rigth window
"[106.0, 214.0, 137.0, 260.0]",19012.jpg,bottom level window on the left
"[107.0, 136.0, 139.0, 178.0]",19012.jpg,top left window
"[107.0, 136.0, 139.0, 178.0]",19012.jpg,"blue bldg, top floor leftest window"
"[107.0, 136.0, 139.0, 178.0]",19012.jpg,window top left
"[107.0, 136.0, 139.0, 178.0]",19012.jpg,upper left window
"[107.0, 136.0, 139.0, 178.0]",19012.jpg,window left above bottom one
"[107.0, 136.0, 139.0, 178.0]",19012.jpg,window top left
"[107.0, 136.0, 139.0, 178.0]",19012.jpg,window top left
"[0.0, 0.0, 480.0, 164.0]",19012.jpg,sky
"[82.0, 28.0, 467.0, 322.0]",19012.jpg,building
"[0.0, 164.0, 88.0, 284.0]",19012.jpg,yellow buildng
"[0.0, 277.0, 479.0, 360.0]",19012.jpg,gravel
"[0.0, 0.0, 360.0, 427.0]",20500.jpg,middle of building
"[6.0, 212.0, 135.0, 451.0]",20500.jpg,palm
"[373.0, 202.0, 480.0, 320.0]",37798.jpg,grass right side of the road
"[165.0, 193.0, 219.0, 294.0]",9163.jpg,person
"[207.0, 228.0, 339.0, 333.0]",9163.jpg,bird blurry middle
"[63.0, 124.0, 116.0, 271.0]",37798.jpg,man on bike
"[152.0, 208.0, 179.0, 277.0]",9726.jpg,middle/left lamp post.
"[0.0, 286.0, 431.0, 360.0]",27687.jpg,bottom middle
"[302.0, 267.0, 359.0, 310.0]",27687.jpg,white car
"[0.0, 0.0, 480.0, 250.0]",27687.jpg,top of the sky
"[0.0, 120.0, 183.0, 268.0]",27687.jpg,"trees, left."
"[0.0, 120.0, 183.0, 268.0]",27687.jpg,trees on left
"[125.0, 272.0, 229.0, 334.0]",27687.jpg,the ugly maroon car
"[0.0, 0.0, 480.0, 135.0]",2391.jpg,green trees
"[103.0, 0.0, 480.0, 75.0]",2391.jpg,sky
"[0.0, 91.0, 480.0, 360.0]",2391.jpg,sand
"[0.0, 0.0, 360.0, 166.0]",9838.jpg,the sky
